,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
821,Shivaji Place,28.651657,77.1217027,Cafe Coffee Day,28.649834123094454,77.12154099560865,Café
822,Shivaji Place,28.651657,77.1217027,Domino's Pizza,28.65,77.124,Pizza Place
823,Shivaji Place,28.651657,77.1217027,Pind Balluchi,28.647641867628284,77.12035608652683,Indian Restaurant
824,Shivaji Place,28.651657,77.1217027,McDonald's,28.649929761886597,77.1209442615509,Fast Food Restaurant
825,Shivaji Place,28.651657,77.1217027,"Kfc, Rajouri Garden",28.650037822309894,77.12398569193971,Fast Food Restaurant
826,Shivaji Place,28.651657,77.1217027,Pinch Of Spice,28.652206325615875,77.12056959577622,Restaurant
827,Shivaji Place,28.651657,77.1217027,Subway,28.650955606673925,77.12021000103138,Fast Food Restaurant
828,Shivaji Place,28.651657,77.1217027,Burger King,28.650897815089294,77.1207064421409,Fast Food Restaurant
829,Shivaji Place,28.651657,77.1217027,Sufiaana,28.650271,77.120468,Middle Eastern Restaurant
830,Shivaji Place,28.651657,77.1217027,Not Just Paranthas,28.649761575550812,77.12162589908834,Indian Restaurant
831,Shivaji Place,28.651657,77.1217027,Papa John's,28.653122772524192,77.12316513061523,Pizza Place
832,Shivaji Place,28.651657,77.1217027,Cafe Cruise,28.65014685124237,77.12347440743972,Café
833,Shivaji Place,28.651657,77.1217027,KFC Citysquare Mall,28.64974276155106,77.12401940292884,Restaurant
834,Shivaji Place,28.651657,77.1217027,Imly,28.653025,77.11886,Indian Restaurant
835,Shivaji Place,28.651657,77.1217027,prem di hatti,28.64845048331112,77.12141590331996,Fast Food Restaurant
836,Shivaji Place,28.651657,77.1217027,Standard Snacks & Sweets,28.64927814895436,77.12552515075028,Snack Place
837,Shivaji Place,28.651657,77.1217027,The Royal Turban,28.647676837486873,77.11968184429045,Indian Restaurant
838,Shivaji Place,28.651657,77.1217027,The Post Office Cafe,28.647604642860976,77.11976612477778,Café
839,Shivaji Place,28.651657,77.1217027,Priviledge punjab,28.648032499115985,77.1203284253283,Indian Restaurant
840,Tilak Nagar,28.63964975,77.0940394634643,McDonald's,28.639403011012075,77.09650245920618,Fast Food Restaurant
841,Tilak Nagar,28.63964975,77.0940394634643,McDonald's,28.63625993641573,77.09710377503137,Fast Food Restaurant
842,Tilak Nagar,28.63964975,77.0940394634643,Pravin Chat Bhandar,28.637267005779474,77.09694642164858,Fast Food Restaurant
843,Tilak Nagar,28.63964975,77.0940394634643,McDonald's,28.636470794677734,77.09716033935547,Restaurant
844,Tilak Nagar,28.63964975,77.0940394634643,CCD tilak nagar,28.636264078723084,77.09704757741835,Café
845,Vikaspuri,28.63841905,77.0708361468549,Domino's Pizza,28.638,77.075,Pizza Place
846,Vikaspuri,28.63841905,77.0708361468549,McDonald's,28.639752196750074,77.07519033178973,Fast Food Restaurant
847,Vikaspuri,28.63841905,77.0708361468549,Asian Garden,28.6396610957567,77.07448211079559,Indian Restaurant
848,Vikaspuri,28.63841905,77.0708361468549,Mela,28.635672051800622,77.06723665822243,Indian Restaurant
