,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
244,Khan Market,28.6001354,77.22649064087359,Smoke House Deli,28.599850091754014,77.22689969233812,French Restaurant
245,Khan Market,28.6001354,77.22649064087359,Perch,28.599987403620787,77.22634986618046,Café
246,Khan Market,28.6001354,77.22649064087359,Khan Chacha,28.600618250461434,77.22723729363604,Indian Restaurant
247,Khan Market,28.6001354,77.22649064087359,La Vie,28.600448608398438,77.2269515991211,Mediterranean Restaurant
248,Khan Market,28.6001354,77.22649064087359,Mamagoto,28.60046944516079,77.22727179033413,Chinese Restaurant
249,Khan Market,28.6001354,77.22649064087359,Yellow Brick Road,28.601884437159832,77.22929799913159,Restaurant
250,Khan Market,28.6001354,77.22649064087359,The Blue Door Cafe,28.600067825914692,77.22658165186408,Café
251,Khan Market,28.6001354,77.22649064087359,Cafe Turtle,28.60015919868491,77.22723799043102,Café
252,Khan Market,28.6001354,77.22649064087359,Smokeys BBQ & Grill,28.600465001178822,77.22713597194173,BBQ Joint
253,Khan Market,28.6001354,77.22649064087359,Town Hall,28.60018041926928,77.22695399681457,Asian Restaurant
254,Khan Market,28.6001354,77.22649064087359,The Chatter House,28.600297741949557,77.22706055353349,Café
255,Khan Market,28.6001354,77.22649064087359,Wok In The Clouds,28.600501884081112,77.22722973943226,Indian Restaurant
256,Khan Market,28.6001354,77.22649064087359,La Bodega,28.60027598302998,77.22765266060333,Mexican Restaurant
257,Khan Market,28.6001354,77.22649064087359,The Coffee Bean And Tea Leaf,28.600190716579885,77.22678658420796,Café
258,Khan Market,28.6001354,77.22649064087359,Choko La,28.600138794487933,77.22644666913693,Food
259,Khan Market,28.6001354,77.22649064087359,Sidewok,28.600765667334848,77.22701344517577,Asian Restaurant
260,Khan Market,28.6001354,77.22649064087359,Subway,28.5995844497909,77.22618510662795,Sandwich Place
261,Khan Market,28.6001354,77.22649064087359,Latitude 28,28.59958791933262,77.2264117137863,Café
262,Khan Market,28.6001354,77.22649064087359,McDonald's,28.600607925464374,77.22778777419222,Fast Food Restaurant
263,Khan Market,28.6001354,77.22649064087359,Cafe Coffee Day,28.59980834776502,77.22675299743563,Café
264,Khan Market,28.6001354,77.22649064087359,Barcelos,28.600379573312342,77.2270068585294,Portuguese Restaurant
265,Khan Market,28.6001354,77.22649064087359,Sidewok (With Liquor),28.599813959695307,77.22695633585137,Chinese Restaurant
266,Khan Market,28.6001354,77.22649064087359,The Kitchen,28.599850861853835,77.22638309121834,Eastern European Restaurant
267,Khan Market,28.6001354,77.22649064087359,Taj Ambassador,28.60087033931607,77.22829798629847,Indian Restaurant
268,Khan Market,28.6001354,77.22649064087359,mr. choy,28.59990635235929,77.22641181228256,Chinese Restaurant
269,Khan Market,28.6001354,77.22649064087359,Watermelon,28.5996778023418,77.22621543430564,American Restaurant
270,Khan Market,28.6001354,77.22649064087359,The Artful Baker,28.59983582900195,77.22671494942456,Bakery
271,Khan Market,28.6001354,77.22649064087359,Sly Granny,28.600063,77.226173,Gastropub
272,Khan Market,28.6001354,77.22649064087359,Yum Yum Cha,28.600058,77.22639,Japanese Restaurant
273,Khan Market,28.6001354,77.22649064087359,Larry's China,28.601760878492893,77.22919615380913,Chinese Restaurant
274,Pragati Maidan,28.6234593,77.2425121,Aahar,28.621434908285483,77.24197745915569,Indian Restaurant
275,Brij Puri,28.702509499999998,77.27377709999999,Anand Sagar Sweets,28.702434,77.272368,North Indian Restaurant
276,Brij Puri,28.702509499999998,77.27377709999999,waho tenzin restaurant,28.70254709410317,77.27057179919953,Dumpling Restaurant
277,East Vinod Nagar,28.622766100000003,77.30750350000001,Kenz Kitchen,28.624008,77.311764,Diner
278,Geeta Colony,28.65010115,77.27592089582271,Domino's Pizza,28.652,77.278,Pizza Place
279,Geeta Colony,28.65010115,77.27592089582271,Durga bakery,28.652611542711554,77.27836598771667,Bakery
280,Jhilmil Colony,28.669814199999998,77.3072827,Jai Jawan,28.667114832164753,77.30433165430624,Indian Restaurant
281,Jhilmil Colony,28.669814199999998,77.3072827,Sutta Point,28.667508639126304,77.30356870042064,Asian Restaurant
282,Jhilmil Colony,28.669814199999998,77.3072827,"Khaaja Chowk, Ginger East",28.666533934550415,77.30393334811927,Indian Restaurant
283,Krishna Nagar,28.5637017,77.1934097649498,Kori's Cafe & Restro,28.562663,77.193627,Korean Restaurant
284,Krishna Nagar,28.5637017,77.1934097649498,Naga Diner,28.56198,77.1943,Northeast Indian Restaurant
285,Krishna Nagar,28.5637017,77.1934097649498,Scarlette,28.563148,77.190739,French Restaurant
286,Krishna Nagar,28.5637017,77.1934097649498,Al Kauser,28.565157429242888,77.19605486635697,Indian Restaurant
287,Krishna Nagar,28.5637017,77.1934097649498,Le Himalaya,28.560843,77.19325,Asian Restaurant
288,Krishna Nagar,28.5637017,77.1934097649498,Hornbill,28.561565399169922,77.19122314453125,North Indian Restaurant
289,Krishna Nagar,28.5637017,77.1934097649498,Tossin Pizza,28.562932,77.189509,Pizza Place
290,Laxmi Nagar,28.6303085,77.2775633,Fab and Feast,28.6309324,77.27427820000003,Indian Restaurant
291,Laxmi Nagar,28.6303085,77.2775633,Sushi,28.632535086597553,77.28015594063656,Sushi Restaurant
292,Laxmi Nagar,28.6303085,77.2775633,prasadam,28.63262899498975,77.28035995963181,South Indian Restaurant
293,Laxmi Nagar,28.6303085,77.2775633,Barakhamba Rd. Food Street,28.631022023317197,77.28138476397557,Snack Place
294,Laxmi Nagar,28.6303085,77.2775633,Shubham Eating Corner,28.633052825927734,77.28113555908203,Indian Restaurant
295,Laxmi Nagar,28.6303085,77.2775633,Uzbekk,28.628286,77.273215,Fast Food Restaurant
296,Mayur Vihar,28.6131071,77.29572209999999,Badnam Tea,28.610784814432037,77.29618013222465,Snack Place
297,Mayur Vihar,28.6131071,77.29572209999999,Tundey Kababi,28.61575239097104,77.29871597282836,Indian Restaurant
298,Mayur Vihar,28.6131071,77.29572209999999,Eat Out Chinese Van,28.613002240874838,77.29100168534157,Food Truck
299,Pandav Nagar,28.6501272,77.1532783,aaojee,28.653109,77.155854,Indian Restaurant
300,Pandav Nagar,28.6501272,77.1532783,Bihari Chay Wala Night Open,28.65374313958232,77.15528224879372,Café
301,Pandav Nagar,28.6501272,77.1532783,Salt n Pepper,28.650778,77.158287,Indian Restaurant
302,Patparganj,28.6115923,77.29056440000001,Neelgiri south indian restaurant,28.6084325901048,77.29293731796545,Indian Restaurant
303,Patparganj,28.6115923,77.29056440000001,Eat Out Chinese Van,28.613002240874838,77.29100168534157,Food Truck
304,Patparganj,28.6115923,77.29056440000001,Green Leaf Restaurant,28.612065472508544,77.28783130645752,Indian Restaurant
305,Patparganj,28.6115923,77.29056440000001,Sagar Ratna,28.609001981231156,77.29247164695215,Indian Restaurant
306,Patparganj,28.6115923,77.29056440000001,Hot Joint,28.60758379465428,77.29015448534662,Food Truck
307,Preet Vihar,28.637753200000002,77.2951746,Domino's Pizza,28.639,77.293,Pizza Place
308,Preet Vihar,28.637753200000002,77.2951746,Bercos,28.63935507318485,77.29120927645869,Chinese Restaurant
309,Preet Vihar,28.637753200000002,77.2951746,KFC,28.642053407019137,77.29601743261134,Fast Food Restaurant
310,Preet Vihar,28.637753200000002,77.2951746,Cafe 21,28.64186404872429,77.29595571890574,Café
311,Preet Vihar,28.637753200000002,77.2951746,Bobby Tikki Wala,28.641935541195796,77.29574813620276,Fast Food Restaurant
312,Anand Vihar,28.625691399999997,77.1019410656028,Om Sweets,28.62791929282436,77.10020022282467,Indian Restaurant
313,Anand Vihar,28.625691399999997,77.1019410656028,Domino's Pizza,28.628443662933357,77.09825457146016,Pizza Place
314,Anand Vihar,28.625691399999997,77.1019410656028,Om Sweets,28.62845757277508,77.09827869579124,Indian Restaurant
315,Anand Vihar,28.625691399999997,77.1019410656028,Peshori Chicken Soup,28.623279089078466,77.10201534471356,Soup Place
316,Anand Vihar,28.625691399999997,77.1019410656028,Kadimi,28.62849270812976,77.09823099990575,Indian Sweet Shop
317,Anand Vihar,28.625691399999997,77.1019410656028,Chawla Chicken,28.62848215517461,77.09827008569219,Punjabi Restaurant
318,Shakarpur,28.62948875,77.2810607296737,Barakhamba Rd. Food Street,28.631022023317197,77.28138476397557,Snack Place
319,Shakarpur,28.62948875,77.2810607296737,Sushi,28.632535086597553,77.28015594063656,Sushi Restaurant
320,Shakarpur,28.62948875,77.2810607296737,prasadam,28.63262899498975,77.28035995963181,South Indian Restaurant
321,Shakarpur,28.62948875,77.2810607296737,Shubham Eating Corner,28.633052825927734,77.28113555908203,Indian Restaurant
322,Shakarpur,28.62948875,77.2810607296737,Chai & Thanda Cafe,28.6327205531894,77.28323078031568,Café
323,Shakarpur,28.62948875,77.2810607296737,Hira sweets,28.63337183299352,77.2816260382788,Diner
324,Shakarpur,28.62948875,77.2810607296737,Aahar Vihar,28.633393788774182,77.28223603627623,Indian Restaurant
325,Vasundhara Enclave,28.60172565,77.3211224956397,Domino's Pizza,28.601,77.323,Pizza Place
326,Vasundhara Enclave,28.60172565,77.3211224956397,New Chinese Food Corner,28.601169,77.322884,Indian Chinese Restaurant
327,Vasundhara Enclave,28.60172565,77.3211224956397,Kathi Junction,28.600616210538362,77.32033570797601,Snack Place
328,Vasundhara Enclave,28.60172565,77.3211224956397,Flavours Of South,28.599775,77.318214,South Indian Restaurant
329,Vivek Vihar,28.6691641,77.312266954216,Urban Punjab,28.668247559923753,77.31226383575245,Indian Restaurant
330,Shahdara,28.6773038,77.2903467,New Shahi Food Corner,28.676237,77.29045,Dhaba
331,Shahdara,28.6773038,77.2903467,Halidrams,28.675918373532753,77.29012643226184,Vegetarian / Vegan Restaurant
332,Shahdara,28.6773038,77.2903467,Morning Corner,28.679894,77.287361,Breakfast Spot
333,Alaknanda,28.529336400000002,77.2516323,City Of Joy,28.532684759927243,77.25300336019707,Restaurant
334,Alaknanda,28.529336400000002,77.2516323,Qureshi's,28.527829571035852,77.24683745228994,BBQ Joint
335,Alaknanda,28.529336400000002,77.2516323,Qureshi Kabab,28.527750118016513,77.24696608137191,BBQ Joint
336,Alaknanda,28.529336400000002,77.2516323,Subway,28.526833206655244,77.25282111619163,New American Restaurant
337,Alaknanda,28.529336400000002,77.2516323,Nathu's Sweets,28.53323318887077,77.25013835819163,Indian Restaurant
338,Alaknanda,28.529336400000002,77.2516323,"Republic of Chicken, Alaknanda",28.52571178793279,77.25403338845,Steakhouse
339,Alaknanda,28.529336400000002,77.2516323,Pizza Hut - Alaknanda,28.527934618955854,77.24708510315949,Pizza Place
340,Alaknanda,28.529336400000002,77.2516323,zaitoon,28.527917316420567,77.24686059598848,Middle Eastern Restaurant
341,Alaknanda,28.529336400000002,77.2516323,The Final Frontier,28.5277404017068,77.24687182135719,Indian Restaurant
342,Chhattarpur,28.507007300000005,77.1754171,Calcutta Puchkas Near Chattarpur Metro,28.506842,77.175964,Snack Place
343,Chhattarpur,28.507007300000005,77.1754171,Aggarwal Sweets,28.50590861436785,77.17462571408667,Indian Restaurant
344,Chhattarpur,28.507007300000005,77.1754171,Konomi @ Trident Gurgaon,28.507598224403257,77.17540073511847,Japanese Restaurant
345,Chhattarpur,28.507007300000005,77.1754171,Burger King,28.506844,77.175,Burger Joint
346,Chhattarpur,28.507007300000005,77.1754171,Bobby's Biryani,28.510601053877654,77.17770330401494,Fried Chicken Joint
347,Chittaranjan Park,28.5387523,77.2492493451557,Kolkata Biryani House,28.54034,77.248892,Fast Food Restaurant
348,Chittaranjan Park,28.5387523,77.2492493451557,Hotel Royal Castle Grand,28.540798014439996,77.24975109309572,Indian Restaurant
349,Chittaranjan Park,28.5387523,77.2492493451557,Flaming wok,28.54083679704051,77.24989933019951,Chinese Restaurant
350,Chittaranjan Park,28.5387523,77.2492493451557,Bunty Dhaba,28.539879,77.252077,Indian Restaurant
351,Chittaranjan Park,28.5387523,77.2492493451557,WOW Momo,28.541091439669955,77.24751727825878,Dim Sum Restaurant
352,Chittaranjan Park,28.5387523,77.2492493451557,Pizza Square,28.539158658682222,77.25293040275574,Pizza Place
353,Chittaranjan Park,28.5387523,77.2492493451557,Dadu Cutlet Shop,28.536478038544693,77.25339919202065,Fast Food Restaurant
354,Dayanand Colony,28.562199699999997,77.2476131,The Colony Bistro,28.562757851459267,77.24445098931356,Café
355,Dayanand Colony,28.562199699999997,77.2476131,Tibet Kitchen,28.56383374764689,77.24510964985622,Restaurant
356,Dayanand Colony,28.562199699999997,77.2476131,McDonald's,28.55857665039234,77.24696723694807,Fast Food Restaurant
357,Dayanand Colony,28.562199699999997,77.2476131,Kaka ji Chole Bhature,28.564248661455252,77.24659679951569,Fast Food Restaurant
358,Dayanand Colony,28.562199699999997,77.2476131,Gharua Exaj,28.55968151107794,77.24585592115568,Restaurant
359,Defence Colony,28.5717909,77.2320102,Sagar South Indian Restaurant,28.573392633956587,77.23029286074349,South Indian Restaurant
360,Defence Colony,28.5717909,77.2320102,Amici Cafe,28.573747782505524,77.23017769336003,Italian Restaurant
361,Defence Colony,28.5717909,77.2320102,Moets Stone,28.573238361371025,77.23053722007795,Italian Restaurant
362,Defence Colony,28.5717909,77.2320102,Swagath Restaurant & Bar,28.573488628580655,77.23018334548219,Indian Restaurant
363,Defence Colony,28.5717909,77.2320102,Brown sugar,28.573646481336336,77.23029155517776,Café
364,Defence Colony,28.5717909,77.2320102,Angels In My Kitchen,28.574022931310232,77.22985854796937,Bakery
365,Defence Colony,28.5717909,77.2320102,Colonel's Kababz,28.574008745531483,77.23048985381021,Indian Restaurant
366,Defence Colony,28.5717909,77.2320102,subway,28.57368467591628,77.23027955927446,Sandwich Place
367,Defence Colony,28.5717909,77.2320102,Defence Colony Bakery,28.573774427297202,77.2302969610191,Bakery
368,Defence Colony,28.5717909,77.2320102,Moets Sizzlers,28.573136695769623,77.23043086780952,Restaurant
369,Defence Colony,28.5717909,77.2320102,Kent's,28.574091303850583,77.23045544798215,Burger Joint
370,Defence Colony,28.5717909,77.2320102,Ca Va,28.573699326234482,77.23003256615756,Italian Restaurant
371,Defence Colony,28.5717909,77.2320102,Rollmaal,28.573060736339777,77.23043673644335,Indian Restaurant
372,Defence Colony,28.5717909,77.2320102,Au Bon Pain,28.573732938036162,77.23035253441462,Café
373,Defence Colony,28.5717909,77.2320102,Liquid Kitchen,28.573906986208744,77.230313,Indian Restaurant
374,Defence Colony,28.5717909,77.2320102,Little Dragon Chinese Van,28.573691320543972,77.22852814237433,Food Truck
375,Defence Colony,28.5717909,77.2320102,Yoko Sizzlers,28.575624,77.229576,Steakhouse
376,East of Kailash,28.5570322,77.2446139206853,Sanjha Chulha,28.554530851612267,77.2420514961598,Indian Restaurant
377,East of Kailash,28.5570322,77.2446139206853,McDonald's,28.55857665039234,77.24696723694807,Fast Food Restaurant
378,East of Kailash,28.5570322,77.2446139206853,Nirula,28.55751766187938,77.24522542250605,Hot Dog Joint
379,East of Kailash,28.5570322,77.2446139206853,Gharua Exaj,28.55968151107794,77.24585592115568,Restaurant
380,East of Kailash,28.5570322,77.2446139206853,Domino`s Pizza,28.553415640450456,77.24267363548279,Pizza Place
381,East of Kailash,28.5570322,77.2446139206853,Anupama,28.553578202737288,77.2422981262207,Snack Place
382,East of Kailash,28.5570322,77.2446139206853,City Cafe,28.553275785096126,77.24288776874451,Café
383,Friends Colony,28.566751300000004,77.2619181,Modern bazzar,28.566700488132525,77.2625975115796,Fast Food Restaurant
384,Friends Colony,28.566751300000004,77.2619181,Phoenix Restaurant,28.565489,77.26289,Diner
385,Friends Colony,28.566751300000004,77.2619181,The Phoenix - Mantra Amaltas,28.567176002682842,77.26183533668518,Chinese Restaurant
386,Greater Kailash,28.5546327,77.2285698,Cafe turtle,28.55642514455825,77.23293876943045,Café
387,Greater Kailash,28.5546327,77.2285698,Ciro's Pomodoro,28.556861742547294,77.2327771371436,Italian Restaurant
388,Greater Kailash,28.5546327,77.2285698,Kasbah,28.556785738828452,77.23289091847826,Indian Restaurant
389,Greater Kailash,28.5546327,77.2285698,In the Punjab,28.55651435172736,77.2326299526044,Indian Restaurant
390,Greater Kailash,28.5546327,77.2285698,Zaffran,28.55685901901902,77.2330035803409,Indian Restaurant
391,Greater Kailash,28.5546327,77.2285698,Cuppa Mocha,28.553776788432685,77.22834289483632,Café
392,Greater Kailash,28.5546327,77.2285698,Bread & More,28.55650890917779,77.23286484758184,Bakery
393,Greater Kailash,28.5546327,77.2285698,Dim Cha,28.556332579853837,77.23277752878992,Dim Sum Restaurant
394,Greater Kailash,28.5546327,77.2285698,Le cafe,28.556891,77.232816,Café
395,Greater Kailash,28.5546327,77.2285698,Bohemia,28.556900032830498,77.23281120891646,Mediterranean Restaurant
396,Greater Kailash,28.5546327,77.2285698,Spago,28.55677865039597,77.23293470263145,Italian Restaurant
397,Green Park,28.5580022,77.20682109999998,Gung The Palace,28.556827471063702,77.20529819359226,Korean Restaurant
398,Green Park,28.5580022,77.20682109999998,Tamura,28.558153731025968,77.20635636990998,Japanese Restaurant
399,Green Park,28.5580022,77.20682109999998,Nagaland's Kitchen,28.557706136322118,77.20581285819608,Asian Restaurant
400,Green Park,28.5580022,77.20682109999998,Adyar Ananda Bhavan,28.557293287865434,77.20250249360129,Indian Restaurant
401,Green Park,28.5580022,77.20682109999998,Evergreen Sweets,28.556496952705977,77.20241126837641,Indian Restaurant
402,Green Park,28.5580022,77.20682109999998,Karnataka Restaurant,28.55926513417971,77.2069588862452,Indian Restaurant
403,Green Park,28.5580022,77.20682109999998,Mad Over Donuts,28.558574009468426,77.20213586225266,Donut Shop
404,Green Park,28.5580022,77.20682109999998,Domino's Pizza,28.556626404072333,77.20247306230945,Pizza Place
405,Green Park,28.5580022,77.20682109999998,caf coffee day,28.558241441390486,77.20283423564403,Café
406,Green Park,28.5580022,77.20682109999998,Rosang Cafe & Store,28.557983528476793,77.20594264260683,Indian Restaurant
407,Green Park,28.5580022,77.20682109999998,Pizza Hut,28.55627297324388,77.2022054858293,Pizza Place
408,Green Park,28.5580022,77.20682109999998,Madhuvan Chinese Fast Food,28.55830564032692,77.2076326341778,Chinese Restaurant
409,Green Park,28.5580022,77.20682109999998,Hong Kong Restaurant,28.557886460232915,77.20790213226385,Chinese Restaurant
410,Green Park,28.5580022,77.20682109999998,Drums of Heaven,28.55798022828897,77.20603285094691,Chinese Restaurant
411,Green Park,28.5580022,77.20682109999998,Nirula's yusuf sarai,28.557687556857687,77.20777791053851,Fast Food Restaurant
412,Green Park,28.5580022,77.20682109999998,Flaming Wok,28.5579805168114,77.20752595768253,Chinese Restaurant
413,Green Park,28.5580022,77.20682109999998,Twenty Ten,28.55830564032692,77.2063356660557,Indian Restaurant
414,Green Park,28.5580022,77.20682109999998,Say Cheese,28.557938090060674,77.20731260440353,Fast Food Restaurant
415,Green Park,28.5580022,77.20682109999998,Nirulas,28.557771,77.209191,Indian Restaurant
416,Green Park,28.5580022,77.20682109999998,Gupta Tea Stall,28.560325170119466,77.20845235561727,Breakfast Spot
417,Green Park,28.5580022,77.20682109999998,Junction,28.554196,77.206087,Bistro
418,Green Park,28.5580022,77.20682109999998,A2B Restaurant,28.557322889078986,77.20243344683747,Indian Restaurant
419,Green Park,28.5580022,77.20682109999998,Hot Box,28.560248029570904,77.2105802361386,Café
420,Green Park,28.5580022,77.20682109999998,Madras Cafe,28.556547782046305,77.20244940466515,Indian Restaurant
421,Gulmohar Park,28.5571011,77.21300550000001,Nirulas,28.557771,77.209191,Indian Restaurant
422,Gulmohar Park,28.5571011,77.21300550000001,Hot Box,28.560248029570904,77.2105802361386,Café
423,Gulmohar Park,28.5571011,77.21300550000001,Angeethi,28.553314333391114,77.21253633499144,Indian Restaurant
424,Gulmohar Park,28.5571011,77.21300550000001,Sasha's Haven,28.554105939445833,77.20921039581299,Fried Chicken Joint
425,Hauz Khas,28.544256400000002,77.20670720000001,Golden Dragon,28.543779996930773,77.2085426923895,Chinese Restaurant
426,Hauz Khas,28.544256400000002,77.20670720000001,Healthy Treat,28.541665727718875,77.20423221588135,Sandwich Place
427,Hauz Khas,28.544256400000002,77.20670720000001,The Kettle Drum,28.547200075148197,77.2094966500481,Café
428,Hauz Khas,28.544256400000002,77.20670720000001,Kebab Gali,28.541732361133523,77.21026021433626,Mughlai Restaurant
429,Hauz Khas,28.544256400000002,77.20670720000001,AlaTurka,28.540952720922018,77.20946296327485,Doner Restaurant
430,Hauz Khas,28.544256400000002,77.20670720000001,Urban Kathi,28.541312,77.210231,Indian Restaurant
431,Hauz Khas Village,28.55385485,77.1947127585299,Coast Cafe,28.55477945382934,77.19521437173087,Café
432,Hauz Khas Village,28.55385485,77.1947127585299,Imperfecto,28.554657460762375,77.19509179298782,Mediterranean Restaurant
433,Hauz Khas Village,28.55385485,77.1947127585299,Naivedyam,28.55498712481466,77.19510433587007,South Indian Restaurant
434,Hauz Khas Village,28.55385485,77.1947127585299,Yeti - The Himalayan Kitchen,28.553656456296924,77.19426148633241,Tibetan Restaurant
435,Hauz Khas Village,28.55385485,77.1947127585299,The Golconda Bowl,28.55497164670566,77.1941470209198,Indian Restaurant
436,Hauz Khas Village,28.55385485,77.1947127585299,Fork You,28.553996567510044,77.19445468359186,American Restaurant
437,Hauz Khas Village,28.55385485,77.1947127585299,Ogaan Coast Café,28.554770801551243,77.19519190570952,Indian Restaurant
438,Hauz Khas Village,28.55385485,77.1947127585299,Cafe Ziro,28.555139041412616,77.19462454892684,Café
439,Hauz Khas Village,28.55385485,77.1947127585299,Kaffeine,28.553688163629946,77.19429343992628,Tapas Restaurant
440,Hauz Khas Village,28.55385485,77.1947127585299,L'opera,28.554431084318832,77.19448824345363,Bakery
441,Hauz Khas Village,28.55385485,77.1947127585299,Iron Curtain,28.554501740241346,77.19401836395264,Restaurant
442,Hauz Khas Village,28.55385485,77.1947127585299,The Project,28.55571965336121,77.19549335515234,Italian Restaurant
443,Hauz Khas Village,28.55385485,77.1947127585299,The Garage,28.553856393332442,77.19478226307515,Restaurant
444,Hauz Khas Village,28.55385485,77.1947127585299,Zo,28.555163076011716,77.19465732241285,Mediterranean Restaurant
445,Hauz Khas Village,28.55385485,77.1947127585299,Bohéme,28.554931078926092,77.19420186928669,Scandinavian Restaurant
446,Hauz Khas Village,28.55385485,77.1947127585299,Moonshine Cafe & Bar,28.553898237899208,77.19439593542789,Café
447,Hauz Khas Village,28.55385485,77.1947127585299,Masha,28.554030548649408,77.19491958618164,Turkish Restaurant
448,Hauz Khas Village,28.55385485,77.1947127585299,Raas,28.554126921752147,77.19438016748653,Indian Restaurant
449,Hauz Khas Village,28.55385485,77.1947127585299,Flipside Cafe,28.55454733585004,77.19454058485267,Café
450,Hauz Khas Village,28.55385485,77.1947127585299,Thadi,28.554545943224568,77.19406519304188,Café
451,Hauz Khas Village,28.55385485,77.1947127585299,The Leaky Cauldron,28.55471362128808,77.19405025915353,Restaurant
452,Hauz Khas Village,28.55385485,77.1947127585299,Fat Ninja,28.554348904326183,77.19464546819228,Asian Restaurant
453,Hauz Khas Village,28.55385485,77.1947127585299,Garage Inc.,28.553835880510547,77.19489557040492,American Restaurant
454,Hauz Khas Village,28.55385485,77.1947127585299,Bagels Cafe,28.55376883353807,77.1943457952764,Bagel Shop
455,Hauz Khas Village,28.55385485,77.1947127585299,Pizzeria Rossa,28.5544089314345,77.19477201709728,Italian Restaurant
456,Hauz Khas Village,28.55385485,77.1947127585299,Park Baluchi,28.555915968452258,77.19522382882921,Indian Restaurant
457,Hauz Khas Village,28.55385485,77.1947127585299,The Pink Room,28.55421458083684,77.19451162131492,Restaurant
458,Hauz Khas Village,28.55385485,77.1947127585299,Gunpowder,28.554963050766396,77.19414902739034,Indian Restaurant
459,Hauz Khas Village,28.55385485,77.1947127585299,Dzukou,28.554590961273316,77.19405587434711,Asian Restaurant
460,Hauz Khas Village,28.55385485,77.1947127585299,The 1970s cafe,28.55491198482982,77.19507222000313,Italian Restaurant
461,Hauz Khas Village,28.55385485,77.1947127585299,Faarsi,28.55439323379627,77.19468477434437,Mediterranean Restaurant
462,Hauz Khas Village,28.55385485,77.1947127585299,The food mill,28.554787616465713,77.19558881224481,Restaurant
463,Hauz Khas Village,28.55385485,77.1947127585299,Lah !,28.55466987861073,77.19478584724699,Asian Restaurant
464,Hauz Khas Village,28.55385485,77.1947127585299,Wow Momo,28.554185370710186,77.1952294439672,Dumpling Restaurant
465,Hauz Khas Village,28.55385485,77.1947127585299,The Toddy Shop,28.554564461032708,77.19514521686952,Indian Restaurant
466,Hauz Khas Village,28.55385485,77.1947127585299,Roost Bistro,28.55441690856933,77.19504414427331,Restaurant
467,Hauz Khas Village,28.55385485,77.1947127585299,Social Chhat,28.554399,77.193913,Indian Restaurant
468,Hauz Khas Village,28.55385485,77.1947127585299,Azure Cafe & Kitchen,28.554702029066306,77.19439278547486,Café
469,Hauz Khas Village,28.55385485,77.1947127585299,khalista,28.554541321902605,77.19411202626823,Italian Restaurant
470,Hauz Khas Village,28.55385485,77.1947127585299,Lópéra,28.55407737151527,77.19449947379903,Bakery
471,Hauz Khas Village,28.55385485,77.1947127585299,Maquina,28.553929123045407,77.19440544733985,Mexican Restaurant
472,Hauz Khas Village,28.55385485,77.1947127585299,De Villa Restaurant & Bar,28.55435260649415,77.1945387799995,Italian Restaurant
473,Hauz Khas Village,28.55385485,77.1947127585299,New York Slice,28.553777637867686,77.1943703247628,Fast Food Restaurant
474,Jangpura,28.58245705,77.2415000727384,McDonald's,28.58130129346298,77.24183006216931,Fast Food Restaurant
475,Jangpura,28.58245705,77.2415000727384,Chi Kitchen & Bar,28.581380625727068,77.24199991082263,Chinese Restaurant
476,Jangpura,28.58245705,77.2415000727384,Barbeque Nation,28.581294319004417,77.24202919353289,BBQ Joint
477,Jangpura,28.58245705,77.2415000727384,Subway,28.582814887919472,77.24487368887291,Sandwich Place
478,Jangpura,28.58245705,77.2415000727384,Mughal Restaurant,28.581281178695495,77.24270713614166,Food
479,Jangpura,28.58245705,77.2415000727384,Hawkers House,28.581115401627017,77.24102325935695,Sandwich Place
480,Jangpura,28.58245705,77.2415000727384,Arab Street,28.580205818753438,77.24238158850613,Snack Place
481,Jangpura,28.58245705,77.2415000727384,Novelty,28.5838498413868,77.24370622499355,Fast Food Restaurant
482,Jasola,28.5422327,77.2943855997645,BTW,28.54124571153739,77.29693397077152,Indian Restaurant
483,Jasola,28.5422327,77.2943855997645,Al Bake,28.540862117017475,77.29706656062838,Indian Restaurant
484,Jasola,28.5422327,77.2943855997645,Open Oven,28.541416502083877,77.29555738420521,Bakery
485,Jasola,28.5422327,77.2943855997645,Southy Sarita Vihar,28.540644782360914,77.2972460896142,Fast Food Restaurant
486,Jor Bagh,28.586594199999997,77.2125637,Joint,28.588149810024166,77.21454394318047,Sushi Restaurant
487,Jor Bagh,28.586594199999997,77.2125637,Barista Lavazza,28.589737852064797,77.20993457722778,Café
488,Kailash Colony,28.5530522,77.2429694,The Big Chill Cafe,28.552727889814417,77.24192322690806,Italian Restaurant
489,Kailash Colony,28.5530522,77.2429694,Maxims,28.552849276682906,77.24206544536278,Bakery
490,Kailash Colony,28.5530522,77.2429694,Sanjha Chulha,28.554530851612267,77.2420514961598,Indian Restaurant
491,Kailash Colony,28.5530522,77.2429694,Domino`s Pizza,28.553415640450456,77.24267363548279,Pizza Place
492,Kailash Colony,28.5530522,77.2429694,Anupama,28.553578202737288,77.2422981262207,Snack Place
493,Kailash Colony,28.5530522,77.2429694,Cafe 27,28.55335576131831,77.24075944981412,Afghan Restaurant
494,Kailash Colony,28.5530522,77.2429694,Alkousur's,28.553097333650385,77.24750044029759,Indian Restaurant
495,Khanpur,28.512798200000002,77.2323949,kareem's,28.51416344547577,77.23267648835265,Indian Restaurant
